Symbol	Description
TMKS	Oao Tmk
TMMG	The Mission Marketing Group Plc
TMO	Time Out Group Plc
TMPL	Temple Bar Investment Trust Plc
TMS1	FTSE Techmark Mediscienc
TMT	Tmt Investments Plc
TND	Tandem Group Plc
TNI	Trinity Mirror Plc
TNOG	Multi Units Luxembourg
TNOW	Multi Units Luxembourg
TOM	Tomco Energy Plc
TON	Titon Holdings Plc
TOOP	Toople Plc
TORO	Toro Limited
TOT	Total Produce Plc
TOWN	Town Centre Securities Plc
TPF	Taliesin Property Fund Limited
TPFZ	Taliesin Property Fund L
TPG	Tp Group Plc
TPK	Travis Perkins Plc
TPL	Tethys Petroleum Limited
TPOG	Third Point Offshore Investors Limited
TPOP	People's Operator Plc (T
TPOU	Third Point Offshore Investors Limited
TPR1	Tullett Prebon Plc
TPS	Turbo Power Systems Inc
TPT	Topps Tiles Plc
TPXG	Amundi ETF
TPXU	Amundi ETF
TR17	United Kingdom
TR18	United Kingdom
TR19	United Kingdom
TR20	United Kingdom
TR21	United Kingdom
TR22	United Kingdom
TR24	United Kingdom
TR25	United Kingdom
TR26	United Kingdom
TR27	United Kingdom
TR28	United Kingdom
TR30	United Kingdom
TR32	United Kingdom
TR34	United Kingdom
TR37	United Kingdom
TR38	United Kingdom
TR40	United Kingdom
TR46	United Kingdom
TR4Q	United Kingdom
TR50	United Kingdom
TR60	United Kingdom
TR68	United Kingdom
TR8F	United Kingdom
TRAF	Trafalgar New Homes Plc
TRAK	Trakm8 Holdings Plc
TRB	Tribal Group Plc
TRC	Trinity Capital Plc
TRCN	Ojsc Center For Cargo Co
TRCS	Tracsis Plc
TRD	Triad Group Plc
TRE	Trading Emissions Plc
TREE	Cambium Global Timberland Limited
TRG	TR European Growth Trust Plc
TRGOV01	
TRI	Trifast Plc
TRIC	Tricor Plc
TRIG	The Renewables Infrastru
TRIN	Trinity Exploration & Pr
TRK	Torotrak Plc
TRKY	Lam Zyfin Global Markets Ucits ETF Plc
TRP	Tower Resources Plc
TRS	Tarsus Group Plc
TRS3	SSGA SPDR ETFS Europe I
TRS5	SSGA SPDR ETFS Europe I Plc
TRSY	SSGA SPDR ETFS Europe I Plc
TRT	Transense Technologies Plc
TRTQ	United Kingdom
TRX	Tissue Regenix Group Plc
TRY	TR Property Investment Trust Plc
TS19	United Kingdom
TS1L	Tesco Personal Finance P
TS20	United Kingdom
TS52	Tesco Personal Finance P
TSC5	Tesco Personal Finance P
TSCO	Tesco Plc
TSG	Trans-Siberian Gold Plc
TSL	Thinksmart Limited
TST	Touchstar Plc
TSTL	Tristel Plc
TSTR	Tri-Star Resources Plc
TSY3	SSGA SPDR ETFS Europe I
TTA	Total S.A.
TTG	Tt Electronics Plc
TTR	32Red Plc
TTST	Tata Steel Limited
TUI	Tui Ag
TUNE	Focusrite Plc
TUNG	Tungsten Corporation Plc
TURK	Lam Zyfin Global Markets Ucits ETF Plc
TURL	Lyxor International Asse
TURU	Lyxor International Asse
TW	Taylor Wimpey
TW100	Tsec Taiwan Mid-Cap
TW50	FTSE Tsec Taiwan 50 Inde
TW50U	Tsec Taiwan 50 Index
TWDP	Tsec Taiwan Dividend
TWEI	Tsec Taiwan Eight Industries
TWSH	Tsec Taiwan Shariah Index
TWTECH	Tsec Taiwan Technology
TXH	Tex Holdings Plc
TY21	United Kingdom
TYM	Tertiary Minerals Plc
TYMN	Tyman Plc
TYR	Tyratech Inc
TYRU	Tyratech Inc
TYT	Toyota Motor Corporation
U10G	Multi Units France
U13G	Multi Units France
U57G	Multi Units France
UAI	U and I Group Plc
UANC	Urban&Civic Plc
UAV	Unicorn Aim Vct Plc
UB00	UBS ETF
UB01	UBS ETF
UB02	UBS ETF
UB03	UBS ETF
UB0500	FTSE 350 Supersector Oil
UB06	UBS ETF
UB1300	FTSE 350 Supersector Che
UB17	UBS ETF
UB1700	FTSE 350 Supersector Bas
UB20	UBS ETF
UB23	UBS ETF
UB2300	FTSE 350 Supersector Con
UB2700	FTSE 350 Supersector Ind
UB30	UBS ETF
UB32	UBS ETF
UB3300	FTSE 350 Supersector Aut
UB3500	FTSE 350 Supersector Foo
UB3700	FTSE 350 Supersector Per
UB39	UBS ETF
UB45	UBS ETF
UB4500	FTSE 350 Supersector Hea
UB5300	FTSE 350 Supersector Ret
UB5500	FTSE 350 Supersector Med
UB5700	FTSE 350 Supersector Tra
UB6500	FTSE 350 Supersector Tel
UB74	UBS ETF
UB7500	FTSE 350 Supersector Uti
UB82	UBS ETF
UB8300	FTSE 350 Supersector Ban
UB8500	FTSE 350 Supersector Ins
UB8600	FTSE 350 Supersector Rea
UB8700	FTSE 350 Supersector Fin
UB89	UBS ETF
UB9500	FTSE 350 Supersector Tec
UB99	UBS ETF
UBI	Ubisense Group Plc
UBM	Ubm Plc
UBTP	UBS ETF
UBTS	UBS ETF
UC03	UBS (Irl) ETF Plc
UC07	UBS (Irl) ETF Plc
UC13	UBS (Irl) ETF Plc
UC14	UBS ETFS Plc
UC15	UBS ETFS Plc
UC24	UBS ETFS Plc
UC44	UBS ETF
UC46	UBS ETF
UC55	UBS ETF
UC59	UBS ETF
UC60	UBS ETF
UC61	UBS ETF
UC62	UBS ETF
UC63	UBS ETF
UC64	UBS ETF
UC65	UBS ETF
UC67	UBS ETF
UC68	UBS ETF
UC73	UBS (Irl) ETF Plc
UC74	UBS (Irl) ETF Plc
UC76	UBS ETF
UC79	UBS ETF
UC81	UBS ETF
UC82	UBS ETF
UC84	UBS ETF
UC85	UBS ETF
UC86	UBS ETF
UC87	UBS ETF
UC89	UBS ETF
UC90	UBS ETFS Plc
UC93	UBS ETF
UC94	UBS ETF
UC97	UBS ETF
UC98	UBS ETF
UCAP	Ossiam Lux
UCG	United Carpets Group Plc
UDG	United Drug Plc
UDVD	SSGA SPDR ETFS Europe I Plc
UEM	Utilico Emerging Markets Limited
UEMS	Utilico Emerging Markets Limited
UEN	Urals Energy Public Company Limited
UGAS	ETFS Commodity Securities Limited
UGNA	Epra/Nareit North America Index [Usd]
UHYG	Lyxor Index Fund
UI18	Ishares IV Plc
UIFS	Ishares V Public Limited Company
UINC	First Trust Global Funds Public Limited
UJO	Union Jack Oil Plc
UK3L	ETFS Equity Securities L
UK3S	ETFS Equity Securities L
UKCM	UK Commercial Property Trust Ld
UKCO	SSGA SPDR ETFS Europe I Plc
UKDIGEQ	FTSE UK Digital Services
UKDV	SSGA SPDR ETFS Europe I Plc
UKHD	Powershares Glbal Funds Ireland Plc
UKL3	Sg Issuer
UKLCEQSN	FTSE UK Large Cap Equall
UKML	UK Mortgages Limited
UKMV	Ossiam Lux
UKOG	UK Oil & Gas Investments
UKPR	Ishares III Plc
UKR	Ukrproduct Group Limited
UKRE	Ishares III Plc
UKS3	Sg Issuer
UKSR	UBS (Irl) ETF Plc
UKT	UK Select Trust Ld
UKW	Greencoat UK Wind Plc
UKX	FTSE 100
UKXDUK	FTSE 100 Total Return Declared Dividend
UKXEQ	FTSE 100 Equally Index
UKXI1X	FTSE 100 Daily Short Str
UKXI2	FTSE 100 Daily Super Sho
UKXI2X	FTSE 100 Daily Super Sho
UKXI3X	FTSE 100 Daily Ultra Sho
UKXI5X	FTSE 100 Gross TR Index
UKXL2	FTSE 100 Daily Leveraged
UKXL2X	FTSE 100 Daily Leveraged
UKXL3X	FTSE 100 Daily Super Lev
UKXL4X	FTSE 100 Daily Ultra Lev
UKXL5X	FTSE 100 TR Index
UKXM	FTSE 100 Mini Index
UKXMV	FTSE 100 Minimum Variance Index
UKXNUK	FTSE 100 Net Dividend Index
UKXS	FTSE 100 Daily Short Ind
UKXSP	FTSE 100 Expiry Index
UKXUSD	FTSE 100 - USD Index
UKXUSDM	FTSE 100 USD Mini Index
ULE	Ultra Electronics Holdings Plc
ULOV	UBS (Irl) ETF Plc
ULS	Uls Technology Plc
ULVR	Unilever Plc
UNG	Universe Group Plc
UNGL	Epra/Nareit Global Index [Usd]
UNUS	Epra United States Index
UPL	Upland Resources Limited
UPRA	Epra Europe Index [Usd]
UPVL	UBS (Irl) ETF Plc
UQLT	UBS (Irl) ETF Plc
URA	Uranium Resources Plc
URGB	ETFS Foreign Exchange Limited
URU	Uru Metals Limited
US10	Multi Units France
US13	Multi Units France
US500	FTSE US 500 Index
US57	Multi Units France
USAG	SSGA SPDR ETFS Europe I Plc
USAL	Lyxor International Asse
USAU	Lyxor International Asse
USCSLL2X	FTSE USA Small Cap Super Liquid 2X Daily
USCSLL3X	FTSE USA Small Cap Super Liquid 3X Daily
USCSLS1X	FTSE USA Small Cap Super Liquid Daily Sh
USCSLS2X	FTSE USA Small Cap Super Liquid 2X Daily
USCSLS3X	FTSE USA Small Cap Super Liquid 3X Daily
USD2	ETFS Foreign Exchange Li
USDV	SSGA SPDR ETFS Europe I Plc
USEF	Fundlogic Alternatives P
USG	Ultimate Sports Group Plc
USGB	ETFS Foreign Exchange Limited
USHY	Lyxor Index Fund
USIG	Lyxor Index Fund
USIX	Lyxor Index Fund
USLV	SSGA SPDR ETFS Europe I
USMV	Ossiam Lux
USP3	ETFS Foreign Exchange Li
USP5	ETFS Foreign Exchange Limited
USPG	UBS (Irl) ETF Plc
USPR	Ishares III Plc
USPY	Go Ucits ETF Solutions Plc
USRE	Ishares III Plc
USSC	SSGA SPDR ETFS Europe II
UST	Lyxor International Asse
USTL	Lyxor International Asse
USTY	SSGA SPDR ETFS Europe I
USVL	SSGA SPDR ETFS Europe II
USY	Unisys Corporation
UTG	Unite Group Plc
UTG1	Unite Group Plc
UTIG	Multi Units Luxembourg
UTIL	SSGA SPDR ETFS Europe II
UTIP	SSGA SPDR ETFS Europe I Plc
UTIW	Multi Units Luxembourg
UTL	Utilico Investments Limited
UTLD	Utilico Finance Limited
UTLE	Utilico Finance Limited
UTLF	Uil Finance Limited
UTW	Utilitywise Plc
UU	United Utilities
UVAL	SSGA SPDR ETFS Europe II
UVEL	Univision Engineering Limited
UVEN	Uvenco UK Plc
VAL	Valirx Plc
VALE	Vale International Group Ltd
VANL	Van Elle Holdings Plc
VAPX	Vanguard Funds Plc
VAST	Vast Resources Plc
VCP	Victoria Plc
VCT	Victrex Plc
VDCP	Vanguard Funds Plc
VDEM	Vanguard Funds Plc
VDET	Vanguard Funds Plc
VDEV	Vanguard Funds Plc
VDJP	Vanguard Funds Plc
VDLQ	Vanguard Funds Plc
VDMO	Vanguard Funds Plc
VDMV	Vanguard Funds Plc
VDNR	Vanguard Funds Plc
VDPX	Vanguard Funds Plc
VDTY	Vanguard Funds Plc
VDVA	Vanguard Funds Plc
VEC	Vectura Group Plc
VECP	Vanguard Funds Plc
VED	Vedanta Resources Plc
VEIL	Vietnam Enterprise Investments Limited
VELA	Vela Technologies Plc
VEMT	Vanguard Funds Plc
VEN	Ventus Vct Plc
VEN2	Ventus 2 Vct Plc
VENC	Ventus Vct Plc
VENN	Venn Life Sciences Holdi
VER	Vernalis Plc
VERX	Vanguard Funds Plc
VETY	Vanguard Funds Plc
VEUD	Vanguard Funds Plc
VEUR	Vanguard Funds Plc
VEVE	Vanguard Funds Plc
VFEM	Vanguard Funds Plc
VGAS	Volga Gas Plc
VGOV	Vanguard Funds Plc
VHYD	Vanguard Funds Plc
VHYL	Vanguard Funds Plc
VILX	Boost Issuer Public Limited Company
VIN	Value and Income Trust Plc
VIP	Vipera Plc
VIS	Vitesse Media Plc
VIXL	Boost Issuer Public Limited Company
VJPN	Vanguard Funds Plc
VLE	Volvere Plc
VLG	Venture Life Group Plc
VLIQ	Vanguard Funds Plc
VLK	Vislink Plc
VLS	Velocys Plc
VLTY	Veltyco Group Plc
VLX	Volex Plc
VM	Virgin Money Holdings
VMID	Vanguard Funds Plc
VMOM	Vanguard Funds Plc
VMVL	Vanguard Funds Plc
VNC	Ventus 2 Vct Plc
VNET	Vianet Group Plc
VNH	Vietnam Holding Limited
VNHW	Vietnam Holding Limited
VNI	Vietnam Infrastructure Limited
VNL	Vinaland Limited
VNRT	Vanguard Funds Plc
VO25	Vodafone Group Plc
VO32	Vodafone Group Plc
VOD	Vodafone Group Plc
VOF	Vinacapital Vietnam Opportunity Fund Ld
VOG	Victoria Oil & Gas Plc
VP	VP Plc
VRP	Verona Pharma Plc
VRS	Versarien Plc
VSL	Vpc Specialty Lending In
VSN	Verseon Corporation Plc
VSVS	Vesuvius Plc
VSXG	Barclays Bank Plc
VSXX	Barclays Bank Plc
VTA	Volta Finance Limited
VTBR	Jsc Vtb Bank
VTC	Vitec Group Plc [The]
VTU	Vertu Motors Plc
VUCP	Vanguard Funds Plc
VUKE	Vanguard Funds Plc
VUSA	Vanguard Funds Plc
VUSD	Vanguard Funds Plc
VUTY	Vanguard Funds Plc
VVAL	Vanguard Funds Plc
VWRD	Vanguard Funds Plc
VWRL	Vanguard Funds Plc
VXIM	Barclays Bank Plc
VXIS	Barclays Bank Plc
W7L	Warpaint London Plc
WAFM	West African Minerals Corporation
WALG	Walcom Group Limited
WAN2	Wandisco Plc
WAND	Wandisco Plc
WAS1	Wasps Finance Plc
WATL	Lyxor International Asse
WATR	Water Intelligence Plc
WBS	West Bromwich Building Society
WCOA	Wisdomtree Issuer Plc
WCOD	SSGA SPDR ETFS Europe II Plc
WCOG	Wisdomtree Issuer Plc
WCOS	SSGA SPDR ETFS Europe II Plc
WCW	Walker Crips Group Plc
WDC	Widecells Group Plc
WDMV	Ossiam Lux
WDSC	SSGA SPDR ETFS Europe II
WEAT	ETFS Commodity Securities Limited
WEB	Webis Holdings Plc
WEIR	Weir Group Plc
WEY	Wey Education Plc
WFIN	SSGA SPDR ETFS Europe II Plc
WG	Wood Group (John)
WGB	Walker Greenbank Plc
WHEA	SSGA SPDR ETFS Europe II Plc
WHI	W.H. Ireland Group Plc
WI01	FTSE World
WI02	FTSE World Ex South Afri
WI03	FTSE World Europe Ex EUR
WIAUS	FTSE Australia Index
WIAUT	FTSE Austria Index
WIBEL	FTSE Belgium/Lux Index
WIBRA	FTSE Brazil Index
WICAN	FTSE Canada Index
WICHE	FTSE Switzerland Index
WICHL	FTSE Chile Index
WICHN	FTSE China Index
WICOL	FTSE Colombia Index
WICZH	FTSE Czech Rep. Index
WIDEN	FTSE Denmark Index
WIDEU	FTSE Germany Index
WIEGY	FTSE Egypt Index
WIESP	FTSE Spain Index
WIFIN	FTSE Finland Index
WIFRA	FTSE France Index
WIGBR	FTSE UK Index
WIGRC	FTSE Greece Index
WIHKG	FTSE Hong Kong Index
WIHUN	FTSE Hungary Index
WIIDN	FTSE Indonesia Index
WIIND	FTSE India Index
WIIRL	FTSE Ireland Index
WIISR	FTSE Israel Index
WIITA	FTSE Italy Index
WIJPNC	FTSE Japan Index
WIJPNE	FTSE Japan Index  EUR
WIJPNG	FTSE Japan Index - Gbp
WIJPNL2X	FTSE Japan 2X Daily Leveraged Index
WIJPNL3X	FTSE Japan 3X Daily Leveraged Index
WIJPNS1X	FTSE Japan Daily Short Index
WIJPNS2X	FTSE Japan 2X Daily Short Index
WIJPNS3X	FTSE Japan 3X Daily Short Index
WIJPNU	FTSE Japan Index - USD
WIJPUMVN	FTSE Japan Minimum Varia
WIKOR	FTSE Korea Index
WIL	Wilmington Group Plc
WIMAL	FTSE Malaysia Index
WIMEX	FTSE Mexico Index
WIN	Wincanton Plc
WINE	Majestic Wine Plc
WING	Ishares IV Plc
WINK	M Winkworth Plc
WINLD	FTSE Netherlands Index
WINOR	FTSE Norway Index
WINZL	FTSE New Zealand Index
WIPAK	FTSE Pakistan Index
WIPER	FTSE Peru Index
WIPHL	FTSE Philippines Index
WIPOL	FTSE Poland Index
WIPTL	FTSE Portugal Index
WIQAT	FTSE Qatar Index
WIRUS	FTSE Russia Index
WISGP	FTSE Singapore Index
WISWE	FTSE Sweden Index
WITHA	FTSE Thailand Index
WITUR	FTSE Turkey Index
WITWN	FTSE Taiwan Index
WIUAE	FTSE UAE Index
WIUSA	FTSE USA Index
WIUSAMVN	FTSE USA Minimum Varianc
WIZAF	FTSE South Africa Index
WIZZ	Wizz Air Holdings Plc
WJG	Watkin Jones Plc
WKOF	Weiss Korea Opportunity
WKP	Workspace Group Plc
WKP1	Workspace Group Plc
WLDD	Lyxor International Asse
WLDL	Lyxor International Asse
WLDU	Lyxor International Asse
WLFE	Wolf Minerals Limited
WMAT	SSGA SPDR ETFS Europe II Plc
WMH	William Hill Plc
WNDU	SSGA SPDR ETFS Europe II Plc
WNRG	SSGA SPDR ETFS Europe II Plc
WOOD	Ishares II Plc
WOR	World Careers Network Plc
WOS	Wolseley Plc
WOSC	SSGA SPDR ETFS Europe II
WPC	Witan Pacific Investment Trust Plc
WPCT	Woodford Patient Capital
WPG	Worldpay Group Plc
WPHO	Windar Photonics Plc
WPP	Wpp Plc
WRES	W Resources Plc
WRL	Wentworth Resources Limited
WSBN	Wishbone Gold Plc
WSG	Westminster Group Plc
WTAN	Witan Investment Trust Plc
WTB	Whitbread Plc
WTE	Westmount Energy Limited
WTEC	SSGA SPDR ETFS Europe II Plc
WTEL	SSGA SPDR ETFS Europe II Plc
WTG	Watchstone Group Plc
WTI	Weatherly International Plc
WTM	Waterman Group Plc
WTR	World Trust Fund
WUKD	Wisdomtree Issuer Plc
WUTI	SSGA SPDR ETFS Europe II Plc
WWH	Worldwide Healthcare Trust Plc
WYG	Wyg Plc
WYN	Wynnstay Group Plc
X7PP	Source Markets Public Li
X7PS	Source Markets Public Li
XAF	Xafinity Plc
XAHG	DB X-Trackers Dbx MSCI AC Asia
XAR	Xaar Plc
XASX	DB X-Trackers Dbx FTSE All-Shar
XAUS	DB X-Trackers Dbx S&P/Asx 200 E
XAXD	DB X-Trackers Dbx MSCI AC Asia
XAXJ	DB X-Trackers Dbx MSCI AC Asia
XBAG	DB X-Trackers II
XBAK	DB X-Trackers Dbx MSCI Pakistan
XBAN	DB X-Trackers Dbx MSCI Banglade
XBCU	DB X-Trackers Dbx Dblci - Oy BA
XBGG	DB X-Trackers II
XCAD	DB X-Trackers Dbx MSCI Canada E
XCHA	DB X-Trackers Dbx Csi300 ETF
XCS2	DB X-Trackers II
XCS3	DB X-Trackers
XCS4	DB X-Trackers
XCS5	DB X-Trackers
XCS6	DB X-Trackers
XCSD	DB X-Trackers II Dbx Australian
XCT9	DB Etc Index Plc
XCX3	DB X-Trackers
XCX4	DB X-Trackers
XCX5	DB X-Trackers
XCX6	DB X-Trackers
XD3E	DB X-Trackers
XD5D	DB X-Trackers
XD5E	DB X-Trackers
XD5F	DB X-Trackers
XD5S	DB X-Trackers
XD9U	Concept Fund Solutions P
XDBG	DB X-Trackers Dbx Dblci - Oy BA
XDDX	DB X-Trackers DB X-Trackers DAX
XDEB	Concept Fund Solutions P
XDEM	Concept Fund Solutions P
XDEQ	Concept Fund Solutions P
XDER	DB X-Trackers Dbx FTSE Epra/Nar
XDEV	Concept Fund Solutions P
XDEW	Concept Fund Solutions P
XDEX	Concept Fund Solutions P
XDGM	Concept Fund Solutions P
XDGU	Concept Fund Solutions Plc
XDJP	DB X-Trackers Dbxt Nikkei 225 D
XDN0	Concept Fund Solutions P
XDND	Concept Fund Solutions P
XDNG	Concept Fund Solutions P
XDNS	Concept Fund Solutions P
XDNU	Concept Fund Solutions P
XDNY	Concept Fund Solutions P
XDPG	Concept Fund Solutions P
XDUK	DB X-Trackers Dbxt Ftse100 [Dir
XDUS	Concept Fund Solutions P
XDW0	Concept Fund Solutions Plc
XDWC	Concept Fund Solutions Plc
XDWD	Concept Fund Solutions P
XDWE	Concept Fund Solutions P
XDWF	Concept Fund Solutions Plc
XDWH	Concept Fund Solutions Plc
XDWI	Concept Fund Solutions Plc
XDWM	Concept Fund Solutions Plc
XDWS	Concept Fund Solutions Plc
XDWT	Concept Fund Solutions Plc
XDWU	Concept Fund Solutions Plc
XEOU	DB X-Trackers
XESC	DB X-Trackers Dbx Euro Stoxx 50
XESX	DB X-Trackers Dbx Euro Stoxx 50
XEUM	DB X-Trackers Dbx MSCI Europe M
XFEW	Concept Fund Solutions P
XFRM	ETFS Commodity Securitie
XFVT	DB X-Trackers Dbx FTSE Vietnam
XG7S	DB X-Trackers II
XG7U	DB X-Trackers II
XGDD	DB X-Trackers Dbx Stoxx Global
XGID	DB X-Trackers Dbx S&P Gbl Infra
XGIG	DB X-Trackers II Dbx Global Inf
XGIU	DB X-Trackers II
XGLD	DB Etc Plc
XGLE	DB X-Trackers II Dbx Iboxx EUR
XGLF	Concept Fund Solutions P
XGLS	DB Etc Plc
XGSD	DB X-Trackers Dbx Stoxx Global
XGSG	DB X-Trackers II Dbx Global Sov
XHFD	DB X-Trackers Dbx DB Hedge Fund
XHFG	DB X-Trackers Dbx DB Hedge Fund
XIDD	DB X-Trackers Dbx MSCI Indonesi
XIN0	FTSE Xinhua China 25
XIN0CN	FTSE China 50 Net Tax CA
XIN0N	FTSE Xinhua China 50
XIN0U	Ftse/Xinhua China 25 Ind
XIN0UL2X	FTSE China 50 2X Daily Leveraged Index
XIN0UL3X	FTSE China 50 3X Daily Leveraged Index
XIN0UN	FTSE Xinhua China 50
XIN0US1X	FTSE China 50 2X Daily Short Index
XIN0US2X	FTSE China 50 Daily Short Index
XIN0US3X	FTSE China 50 3X Daily Short Index
XIN3	FTSE Xinhua A 200 Index
XIN4	FTSE Xinhua A 600 Index
XIN40001	FTSE Xin600 Oil & Gas
XIN40530	FTSE Xin600 Oil & Gas Pr
XIN40570	FTSE Xin600 Oil Equip. S
XIN40580	FTSE Xinhua A600 Index A
XIN41000	FTSE Xin600 Basic Materi
XIN41350	FTSE Xin600 Chemicals
XIN41750	FTSE Xin600 Industrial M
XIN41770	FTSE Xin600 Mining
XIN42000	FTSE Xin600 Industrials
XIN42350	FTSE Xin600 Construction
XIN42710	FTSE Xin600 Aerospace &
XIN42720	FTSE Xin600 General Indu
XIN42730	FTSE Xin600 Electronic&E
XIN42750	FTSE Xin600 Industrial E
XIN42770	FTSE Xin600 Industrial T
XIN42790	FTSE Xin600 Support Serv
XIN43000	FTSE Xin600 Consumer Goo
XIN43350	FTSE Xin600 Automobiles
XIN43530	FTSE Xin600 Beverages
XIN43570	FTSE Xin600 Food Produce
XIN43720	FTSE Xin600 Household Go
XIN43740	FTSE Xin600 Leisure Good
XIN43760	FTSE Xin600 Personal Goo
XIN44000	FTSE Xin600 Health Care
XIN44570	FTSE Xin600 Pharmaceutic
XIN45000	FTSE Xin600 Consumer Ser
XIN45330	FTSE Xin600 Food & Drug
XIN45370	FTSE Xin600 General Reta
XIN45550	FTSE Xin600 Media
XIN45750	FTSE Xin600 Travel & Lei
XIN46000	FTSE Xin600 Telecommunic
XIN46570	FTSE Xin600 Mobile Telec
XIN47000	FTSE Xin600 Utilities
XIN47530	FTSE Xin600 Electricity
XIN47570	FTSE Xin600 Gas Water &
XIN48000	FTSE Xin600 Financials
XIN48350	FTSE Xin600 Banks
XIN48570	FTSE Xin600 Life Insuran
XIN48630	FTSE Xinhua A600 Index R
XIN48770	FTSE Xin600 General Fina
XIN49000	FTSE Xin600 Technology
XIN49530	FTSE Xin600 Software & C
XIN49570	FTSE Xin600 Technology H
XIN5	FTSE Xinhua A 400 Index
XIN6	FTSE Xinhua A Smallcap
XIN7	FTSE Xinhua A All-Share
XIN9	FTSE China A50 Index
XINA50N	FTSE China A50 Net Index
XINBV	Ftse/Xinhua Blueship Value 100 Idx
XINC	FTSE Xinhua China Index
XINH	Ftse/Xinhua H Share Index
XKS2	DB X-Trackers
XKSD	DB X-Trackers Dbx MSCI Korea Et
XLBP	Source Markets Public Li
XLBS	Source Markets Public Limited Company
XLDX	DB X-Trackers Dbx Levdax Daily
XLEP	Source Markets Public Li
XLES	Source Markets Public Limited Company
XLFQ	Source Markets Public Li
XLFS	Source Markets Public Limited Company
XLIP	Source Markets Public Li
XLIS	Source Markets Public Limited Company
XLKQ	Source Markets Public Li
XLKS	Source Markets Public Limited Company
XLM	Xlmedia Plc
XLPE	DB X-Trackers Dbx Lpx Mm Privat
XLPP	Source Markets Public Li
XLPS	Source Markets Public Limited Company
XLUP	Source Markets Public Li
XLUS	Source Markets Public Limited Company
XLVP	Source Markets Public Li
XLVS	Source Markets Public Limited Company
XLYP	Source Markets Public Li
XLYS	Source Markets Public Limited Company
XMAD	DB X-Trackers Dbx MSCI Emerging
XMAF	DB X-Trackers Dbx MSCI Efm Afri
XMAS	DB X-Trackers Dbx MSCI Emerging
XMAW	Concept Fund Solutions P
XMBD	DB X-Trackers Dbx MSCI Brazil E
XMBR	DB X-Trackers Dbx MSCI Brazil E
XMCX	DB X-Trackers Dbx FTSE 250 ETF
XMED	DB X-Trackers Dbx MSCI Europe E
XMEH	DB X-Trackers Dbx MSCI Emerging
XMEM	DB X-Trackers Dbx MSCI Emerging
XMES	DB X-Trackers Dbx MSCI Mexico E
XMET	DB X-Trackers Dbx MSCI EM Infor
XMEU	DB X-Trackers Dbx MSCI Europe E
XMEX	DB X-Trackers Dbx MSCI Mexico E
XMID	DB X-Trackers Dbx MSCI Indonesi
XMJD	DB X-Trackers Dbx MSCI Japan Et
XMJG	DB X-Trackers Dbx MSCI Japan Et
XMJP	DB X-Trackers Dbx MSCI Japan Et
XMLA	DB X-Trackers Dbx MSCI EM Latam
XMLD	DB X-Trackers Dbx MSCI EM Latam
XMMD	DB X-Trackers Dbx MSCI Emerging
XMRC	DB X-Trackers Dbx MSCI Russia 2
XMRD	DB X-Trackers Dbx MSCI Russia 2
XMTD	DB X-Trackers Dbx MSCI Taiwan E
XMTW	DB X-Trackers Dbx MSCI Taiwan E
XMUD	DB X-Trackers Dbx MSCI USA ETF
XMUJ	DB X-Trackers Dbxt MSCI Japan T
XMUS	DB X-Trackers Dbx MSCI USA ETF
XMWD	DB X-Trackers Dbx MSCI World Et
XMXD	DB X-Trackers Dbx MSCI Emerging
XNID	DB X-Trackers Dbx CNX Nifty Uci
XNIF	DB X-Trackers Dbx CNX Nifty Uci
XPAL	DB Etc Plc
XPHG	DB X-Trackers Dbx MSCI Philippi
XPHI	DB X-Trackers Dbx MSCI Philippi
XPLA	DB Etc Plc
XPP	Xp Power Limited
XPXD	DB X-Trackers Dbx MSCI Pacific
XPXJ	DB X-Trackers Dbx MSCI Pacific
XQUA	Concept Fund Solutions Plc
XRES	Source Markets Public Limited Company
XRH0	DB Etc Plc
XRMU	Concept Fund Solutions P
XRSG	Concept Fund Solutions P
